File,Start,End,Roll Amount,Label
2024-05-16_11_35_39.wav,6720,7200,1152,0
2024-05-16_11_35_39.wav,13920,14400,960,0
2024-05-16_11_35_39.wav,18720,19200,1632,0
2024-05-16_11_35_39.wav,30240,30720,1344,0
2024-05-16_11_35_39.wav,30720,31200,768,0
2024-05-16_11_35_39.wav,31200,31680,1920,0
2024-05-16_11_35_39.wav,31680,32160,1056,0
2024-05-16_11_35_39.wav,46560,47040,672,0
2024-05-16_11_35_39.wav,51840,52320,144,0
2024-05-16_11_35_39.wav,52800,53280,144,0
2024-05-16_11_35_39.wav,54720,55200,768,0
2024-05-16_11_35_39.wav,56160,56640,1536,0
2024-05-16_11_35_39.wav,56640,57120,1776,0
2024-05-16_11_35_39.wav,59520,60000,0,0
2024-05-16_11_35_39.wav,66720,67200,1776,0
2024-05-16_11_35_39.wav,71040,71520,432,0
2024-05-16_11_35_39.wav,76320,76800,1392,0
2024-05-16_11_35_39.wav,81120,81600,48,0
2024-05-16_11_35_39.wav,83520,84000,0,0
2024-05-16_11_35_39.wav,86400,86880,240,0
2024-05-16_11_35_39.wav,95520,96000,624,0
2024-05-16_11_35_39.wav,103200,103680,384,0
2024-05-16_11_35_39.wav,103200,103680,2064,0
2024-05-16_11_35_39.wav,104640,105120,1248,0
2024-05-16_11_35_39.wav,113760,114240,1440,0
2024-05-16_11_35_39.wav,126240,126720,1680,0
2024-05-16_11_35_39.wav,126720,127200,1104,0
2024-05-16_11_35_39.wav,127200,127680,1440,0
2024-05-16_11_35_39.wav,127200,127680,2064,0
2024-05-16_11_35_39.wav,132960,133440,96,0
2024-05-16_11_35_39.wav,134400,134880,864,0
2024-05-16_11_35_39.wav,134400,134880,1776,0
2024-05-16_11_35_39.wav,134880,135360,1104,0
2024-05-16_11_35_39.wav,135360,135840,624,0
2024-05-16_11_35_39.wav,136800,137280,912,0
2024-05-16_11_35_39.wav,140640,141120,768,0
2024-05-16_11_35_39.wav,141120,141600,336,0
2024-05-16_11_35_39.wav,143520,144000,2304,0
2024-05-16_11_35_39.wav,144000,144480,144,0
2024-05-16_11_35_39.wav,152160,152640,528,0
2024-05-16_11_35_39.wav,156000,156480,864,0
2024-05-16_11_35_39.wav,167040,167520,1680,0
2024-05-16_11_35_39.wav,167520,168000,1968,0
2024-05-16_11_35_39.wav,170400,170880,192,0
2024-05-16_11_35_39.wav,175200,175680,960,0
2024-05-16_11_35_39.wav,178560,179040,1536,0
2024-05-16_11_35_39.wav,179520,180000,1584,0
2024-05-16_11_35_39.wav,185760,186240,1104,0
2024-05-16_11_35_39.wav,192960,193440,576,0
2024-05-16_11_35_39.wav,192960,193440,1392,0
2024-05-16_11_35_39.wav,195840,196320,1104,0
2024-05-16_11_35_39.wav,196320,196800,2160,0
2024-05-16_11_35_39.wav,197280,197760,1056,0
2024-05-16_11_35_39.wav,204480,204960,192,0
2024-05-16_11_35_39.wav,211680,212160,1488,0
2024-05-16_11_35_39.wav,212640,213120,2112,0
2024-05-16_11_35_39.wav,218880,219360,2208,0
2024-05-16_11_35_39.wav,221280,221760,0,0
2024-05-16_11_35_39.wav,222240,222720,2208,0
2024-05-16_11_35_39.wav,223680,224160,384,0
2024-05-16_11_35_39.wav,224640,225120,1584,0
2024-05-16_11_35_39.wav,225120,225600,0,1
2024-05-16_11_35_39.wav,225120,225600,48,1
2024-05-16_11_35_39.wav,225120,225600,96,1
2024-05-16_11_35_39.wav,225120,225600,144,1
2024-05-16_11_35_39.wav,225120,225600,192,1
2024-05-16_11_35_39.wav,225120,225600,240,1
2024-05-16_11_35_39.wav,225120,225600,288,1
2024-05-16_11_35_39.wav,225120,225600,336,1
2024-05-16_11_35_39.wav,225120,225600,384,1
2024-05-16_11_35_39.wav,225120,225600,432,1
2024-05-16_11_35_39.wav,225120,225600,480,1
2024-05-16_11_35_39.wav,225120,225600,528,1
2024-05-16_11_35_39.wav,225120,225600,576,1
2024-05-16_11_35_39.wav,225120,225600,624,1
2024-05-16_11_35_39.wav,225120,225600,672,1
2024-05-16_11_35_39.wav,225120,225600,720,1
2024-05-16_11_35_39.wav,225120,225600,768,1
2024-05-16_11_35_39.wav,225120,225600,816,1
2024-05-16_11_35_39.wav,225120,225600,864,1
2024-05-16_11_35_39.wav,225120,225600,912,1
2024-05-16_11_35_39.wav,225120,225600,960,1
2024-05-16_11_35_39.wav,225120,225600,1008,1
2024-05-16_11_35_39.wav,225120,225600,1056,1
2024-05-16_11_35_39.wav,225120,225600,1104,1
2024-05-16_11_35_39.wav,225120,225600,1152,1
2024-05-16_11_35_39.wav,225120,225600,1200,1
2024-05-16_11_35_39.wav,225120,225600,1248,1
2024-05-16_11_35_39.wav,225120,225600,1296,1
2024-05-16_11_35_39.wav,225120,225600,1344,1
2024-05-16_11_35_39.wav,225120,225600,1392,1
2024-05-16_11_35_39.wav,225120,225600,1440,1
2024-05-16_11_35_39.wav,225120,225600,1488,1
2024-05-16_11_35_39.wav,225120,225600,1536,1
2024-05-16_11_35_39.wav,225120,225600,1584,1
2024-05-16_11_35_39.wav,225120,225600,1632,1
2024-05-16_11_35_39.wav,225120,225600,1680,1
2024-05-16_11_35_39.wav,225120,225600,1728,1
2024-05-16_11_35_39.wav,225120,225600,1776,1
2024-05-16_11_35_39.wav,225120,225600,1824,1
2024-05-16_11_35_39.wav,225120,225600,1872,1
2024-05-16_11_35_39.wav,225120,225600,1920,1
2024-05-16_11_35_39.wav,225120,225600,1968,1
2024-05-16_11_35_39.wav,225120,225600,2016,1
2024-05-16_11_35_39.wav,225120,225600,2064,1
2024-05-16_11_35_39.wav,225120,225600,2112,1
2024-05-16_11_35_39.wav,225120,225600,2160,1
2024-05-16_11_35_39.wav,225120,225600,2208,1
2024-05-16_11_35_39.wav,225120,225600,2256,1
2024-05-16_11_35_39.wav,225120,225600,2304,1
2024-05-16_11_35_39.wav,231840,232320,2064,0
2024-05-16_11_35_39.wav,235680,236160,1392,0
2024-05-16_11_35_39.wav,238560,239040,1392,0
2024-05-16_11_35_39.wav,249120,249600,528,0
2024-05-16_11_35_39.wav,260640,261120,480,0
2024-05-16_11_35_39.wav,270720,271200,96,0
2024-05-16_11_35_39.wav,275520,276000,0,1
2024-05-16_11_35_39.wav,275520,276000,48,1
2024-05-16_11_35_39.wav,275520,276000,96,1
2024-05-16_11_35_39.wav,275520,276000,144,1
2024-05-16_11_35_39.wav,275520,276000,192,1
2024-05-16_11_35_39.wav,275520,276000,240,1
2024-05-16_11_35_39.wav,275520,276000,288,1
2024-05-16_11_35_39.wav,275520,276000,336,1
2024-05-16_11_35_39.wav,275520,276000,384,1
2024-05-16_11_35_39.wav,275520,276000,432,1
2024-05-16_11_35_39.wav,275520,276000,480,1
2024-05-16_11_35_39.wav,275520,276000,528,1
2024-05-16_11_35_39.wav,275520,276000,576,1
2024-05-16_11_35_39.wav,275520,276000,624,1
2024-05-16_11_35_39.wav,275520,276000,672,1
2024-05-16_11_35_39.wav,275520,276000,720,1
2024-05-16_11_35_39.wav,275520,276000,768,1
2024-05-16_11_35_39.wav,275520,276000,816,1
2024-05-16_11_35_39.wav,275520,276000,864,1
2024-05-16_11_35_39.wav,275520,276000,912,1
2024-05-16_11_35_39.wav,275520,276000,960,1
2024-05-16_11_35_39.wav,275520,276000,1008,1
2024-05-16_11_35_39.wav,275520,276000,1056,1
2024-05-16_11_35_39.wav,275520,276000,1104,1
2024-05-16_11_35_39.wav,275520,276000,1152,1
2024-05-16_11_35_39.wav,275520,276000,1200,1
2024-05-16_11_35_39.wav,275520,276000,1248,1
2024-05-16_11_35_39.wav,275520,276000,1296,1
2024-05-16_11_35_39.wav,275520,276000,1344,1
2024-05-16_11_35_39.wav,275520,276000,1392,1
2024-05-16_11_35_39.wav,275520,276000,1440,1
2024-05-16_11_35_39.wav,275520,276000,1488,1
2024-05-16_11_35_39.wav,275520,276000,1536,1
2024-05-16_11_35_39.wav,275520,276000,1584,1
2024-05-16_11_35_39.wav,275520,276000,1632,1
2024-05-16_11_35_39.wav,275520,276000,1680,1
2024-05-16_11_35_39.wav,275520,276000,1728,1
2024-05-16_11_35_39.wav,275520,276000,1776,1
2024-05-16_11_35_39.wav,275520,276000,1824,1
2024-05-16_11_35_39.wav,275520,276000,1872,1
2024-05-16_11_35_39.wav,275520,276000,1920,1
2024-05-16_11_35_39.wav,275520,276000,1968,1
2024-05-16_11_35_39.wav,275520,276000,2016,1
2024-05-16_11_35_39.wav,275520,276000,2064,1
2024-05-16_11_35_39.wav,275520,276000,2112,1
2024-05-16_11_35_39.wav,275520,276000,2160,1
2024-05-16_11_35_39.wav,275520,276000,2208,1
2024-05-16_11_35_39.wav,275520,276000,2256,1
2024-05-16_11_35_39.wav,275520,276000,2304,1
2024-05-16_11_35_39.wav,278880,279360,384,0
2024-05-16_11_35_39.wav,280800,281280,576,0
2024-05-16_11_35_39.wav,283680,284160,0,0
2024-05-16_11_35_39.wav,287040,287520,240,0
2024-05-16_11_35_39.wav,289440,289920,1776,0
2024-05-16_11_35_39.wav,293760,294240,2112,0
2024-05-16_11_35_39.wav,297120,297600,0,0
2024-05-16_11_35_39.wav,298560,299040,1680,0
2024-05-16_11_35_39.wav,302880,303360,960,0
2024-05-16_11_35_39.wav,309600,310080,2304,0
2024-05-16_11_35_39.wav,322080,322560,576,0
2024-05-16_11_35_39.wav,322560,323040,960,0
2024-05-16_11_35_39.wav,337920,338400,528,0
2024-05-16_11_35_39.wav,338880,339360,1104,0
2024-05-16_11_35_39.wav,343200,343680,1248,0
2024-05-16_11_35_39.wav,345600,346080,1440,0
2024-05-16_11_35_39.wav,346560,347040,240,0
2024-05-16_11_35_39.wav,347520,348000,1728,0
2024-05-16_11_35_39.wav,348000,348480,432,0
2024-05-16_11_35_39.wav,348480,348960,1680,0
2024-05-16_11_35_39.wav,356160,356640,2016,0
2024-05-16_11_35_39.wav,362880,363360,672,0
2024-05-16_11_35_39.wav,368160,368640,2208,0
2024-05-16_11_35_39.wav,372960,373440,1056,0
2024-05-16_11_35_39.wav,372960,373440,1536,0
2024-05-16_11_35_39.wav,376800,377280,912,0
2024-05-16_11_35_39.wav,377760,378240,432,0
2024-05-16_11_35_39.wav,380160,380640,768,0
2024-05-16_11_35_39.wav,382560,383040,2064,0
2024-05-16_11_35_39.wav,382560,383040,2160,0
2024-05-16_11_35_39.wav,389760,390240,960,0
2024-05-16_11_35_39.wav,397920,398400,2256,0
2024-05-16_11_35_39.wav,400320,400800,1920,0
2024-05-16_11_35_39.wav,407520,408000,96,0
2024-05-16_11_35_39.wav,409920,410400,1056,0
2024-05-16_11_35_39.wav,412320,412800,912,0
2024-05-16_11_35_39.wav,413280,413760,1968,0
2024-05-16_11_35_39.wav,413760,414240,2256,0
2024-05-16_11_35_39.wav,417120,417600,432,0
2024-05-16_11_35_39.wav,417600,418080,1920,0
2024-05-16_11_35_39.wav,419040,419520,1536,0
2024-05-16_11_35_39.wav,427200,427680,1440,0
2024-05-16_11_35_39.wav,435840,436320,1728,0
2024-05-16_11_35_39.wav,438240,438720,1200,0
2024-05-16_11_35_39.wav,443040,443520,1920,0
2024-05-16_11_35_39.wav,459360,459840,1296,0
2024-05-16_11_35_39.wav,462720,463200,2160,0
2024-05-16_11_35_39.wav,465600,466080,720,0
2024-05-16_11_35_39.wav,468000,468480,1104,0
2024-05-16_11_35_39.wav,468480,468960,192,0
2024-05-16_11_35_39.wav,471840,472320,1344,0
2024-05-16_11_35_39.wav,472320,472800,672,0
2024-05-16_11_35_39.wav,474240,474720,1920,0
2024-05-16_11_35_39.wav,478560,479040,96,0
2024-05-16_11_35_39.wav,480000,480480,912,0
2024-05-16_11_35_39.wav,480480,480960,2160,0
2024-05-16_11_35_39.wav,482880,483360,2304,0
2024-05-16_11_35_39.wav,488640,489120,816,0
2024-05-16_11_35_39.wav,490080,490560,288,0
2024-05-16_11_35_39.wav,491040,491520,1200,0
2024-05-16_11_35_39.wav,492480,492960,1344,0
2024-05-16_11_35_39.wav,494400,494880,288,0
2024-05-16_11_35_39.wav,494400,494880,1056,0
2024-05-16_11_35_39.wav,495840,496320,864,0
2024-05-16_11_35_39.wav,496800,497280,0,1
2024-05-16_11_35_39.wav,496800,497280,48,1
2024-05-16_11_35_39.wav,496800,497280,96,1
2024-05-16_11_35_39.wav,496800,497280,144,1
2024-05-16_11_35_39.wav,496800,497280,192,1
2024-05-16_11_35_39.wav,496800,497280,240,1
2024-05-16_11_35_39.wav,496800,497280,288,1
2024-05-16_11_35_39.wav,496800,497280,336,1
2024-05-16_11_35_39.wav,496800,497280,384,1
2024-05-16_11_35_39.wav,496800,497280,432,1
2024-05-16_11_35_39.wav,496800,497280,480,1
2024-05-16_11_35_39.wav,496800,497280,528,1
2024-05-16_11_35_39.wav,496800,497280,576,1
2024-05-16_11_35_39.wav,496800,497280,624,1
2024-05-16_11_35_39.wav,496800,497280,672,1
2024-05-16_11_35_39.wav,496800,497280,720,1
2024-05-16_11_35_39.wav,496800,497280,768,1
2024-05-16_11_35_39.wav,496800,497280,816,1
2024-05-16_11_35_39.wav,496800,497280,864,1
2024-05-16_11_35_39.wav,496800,497280,912,1
2024-05-16_11_35_39.wav,496800,497280,960,1
2024-05-16_11_35_39.wav,496800,497280,1008,1
2024-05-16_11_35_39.wav,496800,497280,1056,1
2024-05-16_11_35_39.wav,496800,497280,1104,1
2024-05-16_11_35_39.wav,496800,497280,1152,1
2024-05-16_11_35_39.wav,496800,497280,1200,1
2024-05-16_11_35_39.wav,496800,497280,1248,1
2024-05-16_11_35_39.wav,496800,497280,1296,1
2024-05-16_11_35_39.wav,496800,497280,1344,1
2024-05-16_11_35_39.wav,496800,497280,1392,1
2024-05-16_11_35_39.wav,496800,497280,1440,1
2024-05-16_11_35_39.wav,496800,497280,1488,1
2024-05-16_11_35_39.wav,496800,497280,1536,1
2024-05-16_11_35_39.wav,496800,497280,1584,1
2024-05-16_11_35_39.wav,496800,497280,1632,1
2024-05-16_11_35_39.wav,496800,497280,1680,1
2024-05-16_11_35_39.wav,496800,497280,1728,1
2024-05-16_11_35_39.wav,496800,497280,1776,1
2024-05-16_11_35_39.wav,496800,497280,1824,1
2024-05-16_11_35_39.wav,496800,497280,1872,1
2024-05-16_11_35_39.wav,496800,497280,1920,1
2024-05-16_11_35_39.wav,496800,497280,1968,1
